word,label,label_Liu,label_SentiWords,label_AFINN,label_WordStat,label_sentiwordnet
retinitis,,,-0.38925,,,-0.625
retinopathy,,,0.0403,,,0.125
retire,-1.0,,0.3796,,,
retired,,,-0.38925,,,-0.625
retiree,,,0.12208,,,0.125
retiring,,,-0.3054,,,
retort,,,-0.0148,,,
retouch,,,0.013009999999999999,,,
retrace,,,-0.03362,,,0.375
retract,-1.0,-1.0,0.08974,,-1.0,-0.20833333333333334
retractable,,1.0,0.25416,,,0.5
retracted,,,,,-1.0,
retractile,,,0.21734,,,0.5
retracting,,,,,-1.0,
retraction,,,-0.12938,,,-0.3125
retracts,,,,,-1.0,
retrain,,,0.23008,,,0.25
retral,,,-0.16702,,,
retreat,-1.0,-1.0,-0.037815,-1.0,-1.0,
retreated,,-1.0,,,-1.0,
retreating,,,,,-1.0,
retreats,,,,,-1.0,
retribution,,,-0.42735,,,0.25
retributive,,,0.3195,,,
retributory,,,0.3195,,,
retrievable,,,0.21734,,,0.5
retro,,,0.0873,,,0.125
retroactively,,,0.15793,,,0.25
retrofit,,,-0.0115,,,-0.075
retrograde,,,-0.088955,,-1.0,-0.16071428571428573
retrograded,,,,,-1.0,
retrogrades,,,,,-1.0,
retrogress,,,-0.07893,,-1.0,-0.1875
retrogressed,,,,,-1.0,
retrogresses,,,,,-1.0,
retrogressing,,,,,-1.0,
retrogression,,,,,-1.0,
retrogressions,,,,,-1.0,
retrogressive,,,-0.17327,,,-0.25
retroversion,,,,,-1.0,
retrovert,,,,,-1.0,
return,,,0.25904,,,0.023809523809523808
returnable,,,-0.28345,,,-0.375
returning,,,-0.058710000000000005,,,
reunion,1.0,,,,1.0,
reunions,,,,,1.0,
reunite,1.0,,,,1.0,
reunited,,,,,1.0,
reunites,,,,,1.0,
reusable,,,0.28394,,,0.625
revaluation,,,0.12208,,,
revamped,,,,,1.0,
revealing,,,0.082875,,,0.625
revel,2.0,1.0,0.10500000000000001,,1.0,-0.25
revelation,1.0,1.0,0.28504,,1.0,
revelations,,,,,1.0,
revelatory,,,0.16459000000000001,,,-0.125
reveled,,,,,1.0,
reveling,,,,,1.0,
revelries,,,,,1.0,
revelry,,,-0.05621,,1.0,-0.125
revels,,,,,1.0,
revenge,-2.0,-1.0,-0.566485,-2.0,,-0.375
revengeful,-2.0,-1.0,-0.07997,-2.0,,
revengefully,-2.0,-1.0,0.15793,,,
revenue,,,0.50625,,,
reverberance,,,0.15199000000000001,,,
reverberating,,,0.08478,,,
reverberative,,,0.08478,,,0.25
revere,2.0,1.0,0.07185,,1.0,
revered,2.0,,0.21734,2.0,1.0,
reverence,2.0,1.0,0.29098999999999997,,1.0,0.125
reverend,,,0.068515,,,0.0625
reverent,2.0,1.0,0.12747999999999998,,1.0,0.5
reverential,,,-0.05621,,,
reverentially,,,0.21734,,1.0,
reverently,2.0,1.0,0.21734,,1.0,0.5
reveres,,,,,1.0,
reverie,1.0,,-0.08847000000000001,,-1.0,
reveries,,,,,-1.0,
reversal,,,0.012490000000000001,,-1.0,
reversals,,,,,-1.0,
reverse,,,0.024296666666666664,,-1.0,
reversed,,,,,-1.0,
reverses,,,,,-1.0,
reversibility,,,-0.08901,,,
reversible,,,0.16633,,,0.34375
reversibly,,,0.15793,,,0.25
reversion,,,0.01038,,,-0.08333333333333333
reversionist,,,-0.05621,,,-0.125
reversive,,,-0.13964000000000001,,,
revert,-1.0,-1.0,,,-1.0,
reverted,,,,,-1.0,
reverting,,,,,-1.0,
reverts,,,,,-1.0,
revery,,,-0.06819,,,-0.125
review,,,0.03366,,,0.020833333333333332
reviewers,1.0,,,,,
revigorates,1.0,,,,,
revile,-2.0,-1.0,-0.07997,,-1.0,
reviled,-2.0,-1.0,,,-1.0,
revilement,,,-0.19821,,-1.0,
revilements,,,,,-1.0,
reviles,,,,,-1.0,
revised,,,0.19229000000000002,,,0.1875
revisionist,1.0,,,,,
revitalise,,,,,1.0,
revitalised,,,0.17826,,,
revitalising,,,0.15199000000000001,,,
revitalize,1.0,1.0,0.23008,,1.0,0.25
revitalized,,,0.17826,,1.0,0.375
revitalizes,,,,,1.0,
revitalizing,,,0.15199000000000001,,1.0,
revival,1.0,1.0,,,1.0,
revivals,,,,,1.0,
revive,1.0,1.0,0.38753000000000004,2.0,1.0,-0.03125
revived,,,0.20536,,1.0,0.3125
revives,,1.0,,2.0,1.0,
revivify,,,0.15793,,1.0,
revivifying,,,,,1.0,
reviving,,,0.15199000000000001,,1.0,0.375
revocable,,,0.21734,,,
revocation,,,,,-1.0,
revocations,,,,,-1.0,
revokable,,,0.21734,,,0.5
revoke,-1.0,-1.0,-0.2506,,-1.0,-0.25
revoked,,,,,-1.0,
revokes,,,,,-1.0,
revolt,-1.0,-1.0,-0.141005,,-1.0,-0.0625
revolting,-2.0,-1.0,-0.6695800000000001,,,
revoltingly,-2.0,-1.0,-0.07997,,,
revolution,1.0,,-0.06122999999999999,,-1.0,0.0625
revolutionaries,,,,,-1.0,
revolutionary,1.0,1.0,0.16289,,1.0,0.16666666666666666
revolutionise,,,,,1.0,
revolutionism,,,0.12208,,,0.125
revolutionist,,,,,-1.0,
revolutionists,,,,,-1.0,
revolutionize,,1.0,,,1.0,
revolutionized,,1.0,,,1.0,
revolutionizes,,1.0,,,1.0,
revolutionizing,,,,,1.0,
revolutions,,,,,-1.0,
revulsion,-2.0,-1.0,-0.33433,,-1.0,-0.5
revulsions,,,,,-1.0,
revulsive,-2.0,-1.0,,,,
reward,2.0,1.0,0.614075,2.0,,0.05357142857142857
rewarded,1.0,,,2.0,,
rewardful,,,0.17826,,,0.375
rewarding,2.0,1.0,,2.0,,
rewardingly,2.0,1.0,0.17826,,,0.375
rewards,1.0,,,2.0,,
reworks,1.0,,,,,
reyes,,,0.12208,,,0.125
reynard,,,0.12208,,,0.125
rf,,,0.20088,,,0.25
rhabdomyoma,,,0.15793,,,0.25
rhabdomyosarcoma,,,0.12208,,,
rhabdosarcoma,,,0.12208,,,0.125
rhabdovirus,,,-0.07997,,,-0.125
rhapsodic,,,-0.1665,,1.0,-0.25
rhapsodically,,,0.15793,,,0.25
rhapsodise,,,0.12245999999999999,,,
rhapsodize,-1.0,-1.0,0.12245999999999999,,,0.1875
rhapsody,,,0.37139,,,0.125
rhetoric,-1.0,-1.0,-0.07575,,-1.0,0.0625
rhetorical,-2.0,-1.0,0.01356,,-1.0,
rhetorically,,,0.12208,,-1.0,0.125
rheumatic,,,-0.13909,,,-0.25
rheumatism,,,-0.41786,,,-0.625
rheumatoid,,,-0.07997,,,
rheumy,,,-0.02298,,,-0.0625
rhinestone,,,0.15104,,,0.125
rhinitis,,,-0.34088,,,-0.5
rhinolophidae,,,0.12208,,,0.125
rhinopathy,,,0.0403,,,0.125
rhinostenosis,,,-0.38925,,,-0.625
rhizomatous,,,-0.01819,,,
rhizopod,,,0.08478,,,
rhizopodan,,,0.08478,,,0.25
rhizopus,,,-0.38925,,,-0.625
rhizotomy,,,-0.07997,,,-0.125
rhombic,,,-0.01819,,,
rhombohedral,,,-0.07997,,,
rhubarb,,,0.37808,,,0.25
rhumba,,,0.002595,,,
rhyme,,,0.18438,,,
rhymeless,,,-0.34088,,,
rhymer,,,-0.34088,,,
rhymester,,,-0.34088,,,
rhynchoelaps,,,-0.28345,,,-0.375
rhythmic,1.0,,0.32505,,,
rhythmical,,,-0.34088,,,-0.5
rhythmically,,,0.12208,,,0.125
riant,,,-0.13427,,,
rib,,,0.12766,,,-0.017857142857142856
ribald,,,-0.167165,,,-0.25
ribaldry,,,0.12607000000000002,,,0.25
ribbed,,,-0.02298,,,-0.0625
ribbonlike,,,0.12208,,,
ribbony,,,0.12208,,,0.125
ribless,,,-0.34088,,,-0.5
riblike,,,-0.19821,,,-0.25
ribonuclease,,,-0.19821,,,
ribonucleinase,,,-0.19821,,,
ricer,,-1.0,,,,
rich,1.0,1.0,0.22257,2.0,,0.26136363636363635
richer,,1.0,,,,
riches,1.0,,,,,
richly,2.0,1.0,0.16908,,,0.125
richness,2.0,1.0,0.21015999999999999,,,0.19642857142857142
rick,1.0,,,,,
ricketiness,,,-0.34088,,,
rickets,,,-0.42036,,,-0.75
rickettsiaceae,,,-0.17327,,,-0.25
rickettsiales,,,-0.02386,,,0.125
rickettsialpox,,,-0.28345,,,-0.375
rickettsiosis,,,-0.0611,,,-0.125
rickety,,,-0.35804,,-1.0,-0.25
rid,-2.0,,-0.29203,,-1.0,0.5
riddance,,,,,-1.0,
ridding,,,,,-1.0,
riddle,,,0.32299500000000003,,-1.0,-0.21428571428571427
riddled,,,-0.16702,,-1.0,-0.25
riddles,,,,,-1.0,
ride,,,0.31505,,,0.009615384615384616
ridicule,-2.0,-1.0,-0.250335,,,
ridiculer,,,-0.07997,,,
ridicules,,-1.0,,,,
ridiculous,-2.0,-1.0,-0.31108,-3.0,-1.0,0.4375
ridiculously,-2.0,-1.0,0.12208,,,0.125
ridiculousness,-1.0,,,,,
rids,,,,,-1.0,
rife,-2.0,-1.0,-0.40675,,,-0.1875
rifleman,,,-0.22678,,,0.0625
rift,-2.0,-1.0,,,,
rifts,-2.0,-1.0,,,,
rig,,,-0.08997000000000001,-1.0,,-0.09375
rigamarole,,,-0.16014,,,
rigged,,,,-1.0,-1.0,
right,1.0,1.0,0.5614425000000001,,,0.1527777777777778
righted,,,,,1.0,
righten,2.0,1.0,,,,
righteous,2.0,1.0,0.24874000000000002,,1.0,0.8125
righteously,2.0,1.0,0.17826,,1.0,0.375
righteousness,2.0,1.0,0.0234,,1.0,0.625
righter,,,,,1.0,
rightful,2.0,1.0,0.23705,,1.0,0.375
rightfully,2.0,1.0,,,1.0,
rightfulness,,,0.28394,,1.0,0.625
righting,,,,,1.0,
rightish,,,-0.17327,,,-0.25
rightist,,,,,1.0,
rightists,,,,,1.0,
rightly,2.0,1.0,0.12208,,1.0,0.125
rightmost,,,0.0403,,1.0,0.125
rightness,2.0,1.0,0.30645,,1.0,0.28125
righto,,,,,1.0,
rights,1.0,,,,1.0,
rigid,-1.0,-1.0,-0.38045999999999996,,,
rigidification,,,-0.07997,,,
rigidify,,,-0.08847000000000001,,,-0.125
rigidifying,,,-0.07997,,,
rigidity,,-1.0,-0.35088,,,
rigidly,,,0.12208,,,
rigidness,,-1.0,-0.35088,,,-0.375
rigmarole,,,-0.16014,,,-0.1875
rigor,-1.0,,-0.047330000000000004,,-1.0,
rigorous,-1.0,,-0.04678,3.0,-1.0,
rigorously,-1.0,,0.15793,3.0,-1.0,
rigorousness,,,-0.35198,,-1.0,
rigors,,,,,-1.0,
rigour,,,-0.08521000000000001,,,
rigourousness,,,-0.35198,,,
rigout,,,-0.07997,,,-0.125
rile,-2.0,-1.0,,,-1.0,
riled,-2.0,-1.0,-0.38925,,-1.0,
riles,,,,,-1.0,
riley,,,0.17826,,,0.375
rime,,,0.052770000000000004,,,0.03125
rimed,,,-0.28345,,,
rimeless,,,-0.34088,,,
rimless,,,-0.07997,,,-0.125
rimmed,,,0.15793,,,0.25
rimy,,,-0.28345,,,-0.375
rinderpest,,,-0.26536,,,-0.375
ring,,,0.28845,,,0.010416666666666666
ringed,,,0.03865,,,
ringing,,,0.21731,,,0.25
ringlike,,,0.12208,,,0.125
ringtail,,,-0.00157,,,-0.0625
ringu,-1.0,,,,,
ringworm,,,-0.19821,,,
rinse,,,0.07805,,,
rioja,,,-0.07997,,,-0.125
riot,,,-0.454815,-2.0,-1.0,
rioted,,,,,-1.0,
rioter,,,-0.07997,,,-0.125
rioting,,,,,-1.0,
riotous,,,-0.41734,,-1.0,-0.25
riotously,,,0.2169,,-1.0,0.375
riots,,,,-2.0,-1.0,
rip,,-1.0,-0.240405,,-1.0,-0.08333333333333333
ripe,1.0,,0.09727999999999999,,,0.325
ripen,,,0.1552,,1.0,0.125
ripened,,,0.15793,,1.0,0.25
ripeness,,,0.12208,,1.0,0.125
ripening,,,0.013009999999999999,,1.0,
ripens,,,,,1.0,
riper,,,,,1.0,
ripest,,,,,1.0,
ripoff,-2.0,-1.0,,,-1.0,
riposte,,,-0.0148,,,-0.03125
ripped,,-1.0,,,-1.0,
rippled,,,-0.0296,,,
rips,,,,,-1.0,
riptide,,,,,-1.0,
rise,,,0.18699500000000002,,,0.08035714285714286
risen,,,,,1.0,
rises,1.0,,,,,
risibility,,,-0.19821,,,-0.25
risible,,,0.21734,,,0.5
rising,1.0,,0.091445,,,0.125
risk,-1.0,-1.0,0.012510000000000002,-2.0,-1.0,-0.375
riskily,,,0.12208,,,0.125
riskiness,,,-0.19821,,,-0.25
riskless,,,-0.28345,,,
risks,,-1.0,,-2.0,,
risky,-1.0,-1.0,-0.28902,,,
risque,,,-0.25931,,,
rite,,,0.13601,,,
ritual,,,-0.06981,,,0.075
ritualism,,,-0.021830000000000002,,,
ritualistic,,,-0.02519,,,0.25
ritually,,,0.12208,,,0.125
ritz,,,0.21502,,,0.20833333333333334
ritzy,,,0.21734,,,0.5
rival,-1.0,-1.0,-0.050995,,-1.0,
rivaled,,,,,-1.0,
rivaling,1.0,,,,-1.0,
rivalled,,,,,-1.0,
rivalling,,,,,-1.0,
rivalrous,,,0.15199000000000001,,,0.375
rivalry,-1.0,-1.0,,,-1.0,
rivals,,,,,-1.0,
rive,,,-0.08847000000000001,,,-0.25
rivet,,,0.042295,,,0.03125
riveted,2.0,,,,,
riveting,2.0,,0.28809,,1.0,0.5
rnase,,,-0.19821,,,-0.25
road,-1.0,,,,,
roadblocks,-2.0,-1.0,,,,
roadless,,,-0.0611,,,
roads,,,-0.19821,,,
roadstead,,,-0.19821,,,-0.25
roadworthiness,,,0.0403,,,0.125
roam,,,-0.013030000000000002,,,
roar,,,0.03065,,,
roaring,,,0.006376666666666669,,,-0.25
roast,,,0.07768666666666667,,,-0.0625
roaster,,,-0.033530000000000004,,,-0.0625
rob,,,-0.72834,-2.0,-1.0,-0.5
robaxin,,,-0.07997,,,-0.125
robbed,-1.0,,,,,
robber,,,-0.48555,-2.0,,-0.5
robbery,-1.0,,-0.60926,,,-0.125
robe,,,0.076335,,,-0.08333333333333333
robed,,,-0.0611,-2.0,-1.0,-0.125
robes,,,,,-1.0,
robing,,,,-2.0,-1.0,
roble,,,0.1067,,,
robotic,,,0.013730000000000001,,,
robotically,-1.0,,,,,
robotlike,,,-0.07997,,,-0.125
robs,,,,-2.0,-1.0,
robust,1.0,1.0,0.31004,2.0,1.0,-0.09375
robustious,,,-0.28345,,,
robustly,,,0.15793,,1.0,0.25
robustness,1.0,,-0.11349000000000001,,,-0.5
roc,,,-0.07997,,,-0.125
rocephin,,,-0.07997,,,-0.125
rock,,,0.09347000000000001,,1.0,0.125
rockcress,,,0.1067,,,0.125
rocked,,,,,1.0,
rockfoil,,,-0.07997,,,
rocking,,,,,1.0,
rocklike,,,-0.28345,,,
rocks,1.0,,,,1.0,
rockstar,,1.0,,,1.0,
rockstars,,1.0,,,1.0,
rockweed,,,-0.42036,,,-0.75
rockwell,,,0.12208,,,0.125
rocky,-1.0,-1.0,-0.3597,,,-0.25
rococo,,,-0.194625,,,-0.3125
rodeo,,,-0.12828,,,0.25
rodlike,,,-0.07997,,,-0.125
roe,,,-0.21461999999999998,,,-0.0625
rofecoxib,,,-0.38925,,,
rofl,,,,4.0,,
roflcopter,,,,4.0,,
roflmao,,,,4.0,,
rogue,-2.0,-1.0,-0.32939,,-1.0,
roguery,,,-0.39584,,-1.0,
rogues,,,,,-1.0,
roguish,,,-0.16940999999999998,,,
roguishly,,,0.1067,,,0.0625
roguishness,,,-0.17872000000000002,,-1.0,0.375
roil,,,-0.1294,,,-0.1875
roiled,,,-0.22494,,,
roiling,-1.0,,,,,
roister,,,0.12208,,,0.125
roisterer,,,-0.34088,,,-0.5
roll,,,0.159485,,,-0.013157894736842105
rolled,,,0.12657000000000002,,,0.0625
rollercoaster,-2.0,-1.0,,,,
rollick,,,0.12208,,,
rollicking,1.0,,0.12208,,,
rollickingly,,,0.15793,,,0.25
rolling,,,0.06384,,,-0.0625
romance,1.0,,0.38586666666666664,2.0,,0.10714285714285714
romantic,2.0,1.0,0.65543,,,0.375
romantically,2.0,1.0,0.15793,,,0.25
romanticism,,,0.032310000000000005,,,0.08333333333333333
romanticist,,,0.009184999999999999,,,
romanticization,1.0,,,,,
romanticize,2.0,1.0,,,,
romantics,1.0,,,,,
romp,,,0.46170999999999995,,,0.16666666666666666
roofed,,,-0.19821,,,-0.25
roofless,,,-0.46298999999999996,,,-0.75
rook,,,0.092335,,,
rookie,,,0.08588,,,-0.25
room,,,0.16306500000000002,,,0.125
roomier,,1.0,,,1.0,
roominess,,,-0.08847000000000001,,,-0.25
roomy,,1.0,,,1.0,
rootage,,,,,-1.0,
rootbound,,,0.15754,,,0.125
rooted,1.0,,0.21734,,,
rooter,,,0.12208,,,
rootless,,,-0.42036,,,
rootstock,,,,,-1.0,
rootstocks,,,,,-1.0,
ropey,,,-0.22659,,,
ropy,,,-0.22659,,,-0.3125
rosacea,,,-0.28345,,,-0.375
rosemary,,,0.3358,,,-0.5
rosette,,,0.05976,,,0.041666666666666664
rosewood,,,-0.1294,,,-0.375
rosiness,,,0.39129,,,0.3125
rosy,2.0,1.0,0.54115,,1.0,0.5
rot,-1.0,-1.0,-0.580765,,-1.0,-0.25
rotary,,,-0.033165,,,
rotatable,,,0.28394,,,0.625
rotationally,,,0.15793,,,0.25
rotatory,,,-0.19821,,,-0.25
rotavirus,,,-0.42036,,,-0.75
rotfl,,,,4.0,,
rotflmfao,,,,4.0,,
rotflol,,,,4.0,,
rotgut,,,-0.38925,,,-0.625
rots,,,,,-1.0,
rotted,,,-0.19821,,-1.0,
rotten,-2.0,-1.0,-0.6410399999999999,,-1.0,-0.25
rottenly,,,-0.42036,,-1.0,
rottenness,,,0.09342,,,0.125
rotter,,,,,-1.0,
rotting,-1.0,,,,-1.0,
rotund,,,-0.00755,,,0.25
rotundly,,,0.15793,,,
rouged,,,-0.17327,,,-0.25
rough,-1.0,-1.0,-0.16277750000000002,,-1.0,-0.3541666666666667
roughage,-1.0,,-0.08901,,,
roughcast,,,0.019190000000000002,,-1.0,-0.05
roughdried,,,-0.28345,,,-0.375
roughed,,,,,-1.0,
roughen,,,,,-1.0,
roughened,,,-0.07997,,-1.0,-0.125
roughening,,,,,-1.0,
roughens,,,,,-1.0,
rougher,,,,,-1.0,
roughest,,,,,-1.0,
roughhewn,,,-0.19821,,,-0.25
roughhouse,,,,,-1.0,
roughhoused,,,,,-1.0,
roughhouses,,,,,-1.0,
roughhousing,,,,,-1.0,
roughing,,,,,-1.0,
roughish,,,-0.34088,,-1.0,-0.5
roughly,,,-0.043660000000000004,,-1.0,-0.25
roughneck,,,-0.33654,,-1.0,
roughnecks,,,,,-1.0,
roughness,,,-0.3291,,-1.0,-0.3333333333333333
roughs,,,,,-1.0,
roughshod,,,-0.21644000000000002,,,-0.125
round,,,0.172745,,,0.025
roundabout,,,-0.0050149999999999995,,-1.0,-0.0625
roundabouts,,,,,-1.0,
rounded,,,0.15793,,,0.25
roundly,,,0.15754,,1.0,0.125
roundworm,,,-0.08847000000000001,,,
rouse,,,0.06645,,1.0,0.125
roused,,,,,1.0,
rouses,,,,,1.0,
rousing,2.0,,0.015455000000000002,,,
routine,-1.0,,-0.04525,,,0.25
routines,,,,,-1.0,
rove,,,-0.14506,,,
roving,,,-0.029930000000000002,,,
row,,,0.06021,,,
rowdily,,,0.15793,,,0.25
rowdiness,,,0.17826,,,
rowdy,,,-0.2011,,-1.0,0.125
rowdyism,,,0.17826,,,0.375
royal,,,0.034645,,,0.10416666666666667
royally,1.0,,0.12208,,,0.125
royalty,,,0.13676,,,0.0625
rremediable,,-1.0,,,,
rub,,,0.223665,,,
rubato,,,-0.28345,,,-0.375
rubber,,,-0.11146666666666667,,,-0.20833333333333334
rubberlike,,,-0.01819,,,
rubberneck,,,0.0776,,,
rubberstamp,,,0.1067,,,0.0625
rubbery,,,-0.4348,,,-0.375
rubbish,-2.0,-1.0,-0.19646,,-1.0,
rubbishy,,,-0.39584,,,
rubble,,,-0.35006,,-1.0,-0.375
rube,,,-0.39474000000000004,,,
rubeola,,,0.17826,,,0.375
rubicon,,,-0.09134,,,-0.1875
rubicund,,,0.21734,,,
rubor,,,-0.38925,,,-0.625
ruck,,,-0.1434,,,-0.1875
ruckus,,,,,-1.0,
ruckuses,,,,,-1.0,
rudderless,,,0.17826,,,
ruddiness,,,0.36466,,,0.75
ruddy,,,-0.0867,,,
rude,-2.0,-1.0,-0.71127,,-1.0,-0.1875
rudely,,,0.15793,,,0.25
rudeness,,,-0.58145,,,-0.1875
rudimentary,,,-0.18592999999999998,,,
rudra,,,0.17826,,,0.375
rue,-2.0,-1.0,-0.24002500000000002,,-1.0,-0.125
rued,,,,,-1.0,
rueful,,,-0.42036,,,
ruefully,,,0.15793,,,0.25
ruefulness,,,-0.39584,,-1.0,
rues,,,,,-1.0,
ruff,,,-0.018994999999999998,,,
ruffian,-2.0,-1.0,-0.15555,,-1.0,
ruffianism,,,-0.13964000000000001,,,
ruffianly,,,-0.38925,,,
ruffians,,,,,-1.0,
ruffle,-1.0,-1.0,0.046900000000000004,,-1.0,-0.046875
ruffled,,,-0.02298,,-1.0,-0.0625
ruffles,,,,,-1.0,
rugged,,,0.041460000000000004,,,0.041666666666666664
ruggedise,,,-0.19821,,,
ruggedize,,,-0.19821,,,-0.25
ruggedly,,,0.17826,,,0.375
ruggedness,,,-0.34453,,,-0.3125
rugose,,,-0.07997,,,-0.125
rugrats,1.0,,,,,
ruin,-1.0,-1.0,-0.68652,-2.0,-1.0,-0.08928571428571429
ruination,,,-0.35536,,,-0.5416666666666666
ruined,-1.0,-1.0,-0.40455,-2.0,-1.0,-0.1875
ruining,,-1.0,-0.28345,-2.0,,
ruinous,-1.0,-1.0,-0.42036,,,-0.75
ruins,,-1.0,,-2.0,,
rule,,,-0.06764500000000001,,,0.020833333333333332
ruling,,,-0.120985,,,0.0625
ruly,,,0.20073,,,0.375
rum,,,0.04562,,,
rumba,,,0.09887,,,-0.03125
rumble,,,0.0003,,-1.0,-0.09375
rumbled,,,,,-1.0,
rumbles,,,,,-1.0,
rumbling,-2.0,-1.0,-0.312165,,-1.0,-0.4375
rumblings,-1.0,,,,-1.0,
rumbustious,,,-0.28345,,,
ruminate,,,-0.0296,,,-0.125
rumination,,,0.08459,,,
ruminative,,,0.15793,,,0.25
ruminator,,,-0.02386,,,0.125
rummage,,,0.01172,,,-0.16666666666666666
rummy,,,-0.033865,,,
rumor,-2.0,-1.0,,,-1.0,
rumored,,,,,-1.0,
rumoring,,,,,-1.0,
rumors,-2.0,-1.0,,,-1.0,
rumours,-2.0,-1.0,,,-1.0,
rumpelstiltskin,,,-0.28345,,,-0.375
rumple,-2.0,-1.0,0.09264,,-1.0,0.125
rumpled,,,-0.39474000000000004,,-1.0,
rumples,,,,,-1.0,
rumpus,,,-0.00999,,-1.0,-0.25
rumpuses,,,,,-1.0,
run,,,0.198015,,,-0.027777777777777776
runaround,,,,,-1.0,
runaway,-2.0,-1.0,-0.11082,,-1.0,
runaways,,,,,-1.0,
runcinate,,,0.12208,,,0.125
runner,,,0.1546,,,
running,,,0.388725,,,0.015625
runny,,,-0.23906999999999998,,,0.25
runoff,,,-0.02298,,,-0.0625
runproof,,,0.12208,,,0.125
runtiness,,,0.21734,,,
runty,,,-0.34253,,,
rupicola,,,-0.07997,,,-0.125
rupture,-1.0,-1.0,,,-1.0,
ruptured,,,,,-1.0,
ruptures,,,,,-1.0,
ruralism,,,0.1067,,,
rurality,,,0.12208,,,0.125
rurally,,,0.12208,,,0.125
ruritanian,,,-0.13909,,,-0.1875
ruscaceae,,,-0.38925,,,-0.625
rush,-1.0,,-0.23992333333333335,,,-0.041666666666666664
rushed,-1.0,,,,-1.0,
rushlike,,,-0.19821,,,
rushy,,,-0.28345,,,-0.375
rust,,-1.0,-0.14498999999999998,,-1.0,-0.05
rustbelt,,,-0.07997,,,-0.125
rusted,,,,,-1.0,
rustic,,,0.276565,,,-0.041666666666666664
rusticate,,,0.006520000000000001,,,-0.0625
rustication,,,-0.05306,,,-0.1
rusticity,,,-0.25931,,,-0.375
rustier,,,,,-1.0,
rustiest,,,,,-1.0,
rustiness,,,-0.08847000000000001,,-1.0,-0.125
rusting,,,,,-1.0,
rustling,,,0.022220000000000004,,,0.125
rustproof,,,-0.07997,,,
rustproofed,,,-0.07997,,,-0.125
rusts,,-1.0,,,-1.0,
rusty,-2.0,-1.0,-0.32477,,-1.0,0.0625
rut,-1.0,-1.0,-0.28088,,,-0.025
ruth,,,-0.16518,,,-0.25
ruthful,,,-0.42036,,,-0.75
ruthfulness,,,-0.42036,,,
ruthless,-2.0,-1.0,-0.31198000000000004,,-1.0,
ruthlessly,-2.0,-1.0,0.12208,,-1.0,0.125
ruthlessness,-2.0,-1.0,-0.39487,,-1.0,-0.4375
ruts,,-1.0,,,,
rutted,,,-0.34088,,,
ruttish,,,0.28394,,,
rutty,,,-0.34088,,,-0.5
ryanovich,1.0,,,,,
sabbatarian,,,-0.039985,,,-0.0625
sable,,,0.00648,,,
sabotage,-2.0,-1.0,,-2.0,-1.0,
sabotaged,-1.0,,,,-1.0,
sabotages,-1.0,,,,-1.0,
saboteur,,,-0.2387,,,
saccade,,,-0.06819,,-1.0,-0.125
saccharin,,,-0.01819,,,
saccharine,,,-0.05621,,,
saccharinity,,,-0.19821,,,-0.25
sack,,-1.0,0.005275,,,
sackcloth,,,-0.02298,,,-0.0625
sacked,,,-0.28345,,,-0.375
sacking,,,0.15754,,,0.125
sacque,,,0.12208,,,0.125
sacred,2.0,,0.51645,,1.0,0.28125
sacredness,,,0.067,,1.0,0.25
sacrifice,-2.0,,-0.06002,,-1.0,-0.041666666666666664
sacrificeable,,,-0.19821,,,-0.25
sacrificed,,-1.0,,,-1.0,
sacrificer,,,,,-1.0,
sacrificers,,,,,-1.0,
sacrifices,,,,,-1.0,
sacrilege,,,-0.37972,,-1.0,0.125
sacrileges,,,,,-1.0,
sacrilegious,,,-0.22274000000000002,,-1.0,-0.375
sacrilegiously,,,0.15793,,-1.0,0.25
sacrilegiousness,,,-0.17327,,,-0.25
sacrosanct,,,0.15793,,,0.25
sad,-2.0,-1.0,-0.7571399999999999,-2.0,-1.0,-0.4375
sadden,-2.0,-1.0,-0.09134,-2.0,,-0.1875
saddened,,,,-2.0,,
saddens,-1.0,,,,,
saddest,-2.0,,,,,
saddled,-1.0,,-0.06819,,,-0.125
sadism,,,-0.34088,,,-0.5
sadist,,,-0.76131,,,-0.625
sadistic,-1.0,,-0.57144,,,0.25
sadists,-1.0,,,,,
sadly,-2.0,-1.0,-0.4673,-2.0,-1.0,-0.25
sadness,-2.0,-1.0,-0.63627,,,-0.875
sadomasochism,,,-0.07997,,,-0.125
sadomasochist,,,-0.07997,,,-0.125
safe,1.0,1.0,0.66605,1.0,,0.125
safebreaker,,,0.12208,,,
safecracker,,,0.12208,,,0.125
safeguard,2.0,,0.0792,,,
safehold,,,-0.07997,,,-0.125
safely,,1.0,0.17826,1.0,,0.375
safeness,,,0.3585,,,0.5
safety,,,0.55689,1.0,,0.025
sag,-1.0,-1.0,-0.166985,,-1.0,0.125
sagacious,,,0.28626999999999997,,,0.5
sagaciously,,,0.12208,,,
sagaciousness,,,0.23112,,1.0,
sagacity,2.0,1.0,0.23112,,1.0,0.3125
sage,2.0,,0.15056999999999998,,1.0,0.16666666666666666
sagely,2.0,1.0,0.17826,,1.0,
sager,,,,,1.0,
sagest,,,,,1.0,
sagged,,-1.0,,,-1.0,
sagging,,-1.0,-0.34088,,-1.0,-0.5
saggy,,-1.0,,,-1.0,
sagittate,,,0.12208,,,
sagittiform,,,0.12208,,,0.125
sags,-1.0,-1.0,,,-1.0,
